reason	rating	0.7747633148888493	3.482075860383088	2
reason	star	0.7378217390933967	3.1191703666937194	2
reason	due	0.7022215223460281	1.8979557559332774	2
reason	review	0.6196148670995608	2.1340027120833946	2
reason	main	0.5336848197979819	3.0766107522749233	9
half	inch	0.6193227383946276	1.7272209480904839	0
half	full	0.5752081681377124	2.3681823754798588	8
half	ready	0.5622383462910876	2.169053700369523	8
half	couple	0.5555654624948164	1.052092273033217	9
half	end	0.5337104399157557	1.7635885922613588	9
danby	frigerator	0.9274633846372304	3.6094152827596893	4
supply	gas	0.6810506075011331	2.690658458390341	5
supply	internal	0.662769596870213	2.9669118350184993	14
setting	low	0.7111804068921775	1.7012454616872232	1
setting	highest	0.651012647531678	4.448516375942715	1
fit	snug	0.7636748886802902	3.7088491797478764	12
cover	top	0.6418033826563908	1.4592334260686308	9
cover	place	0.6086168428125467	1.588767478260533	9
cover	side	0.5882215781936898	1.5677140690627007	9
cover	back	0.5749399835814795	1.5268920745424457	9
cover	plastic	0.5695512881505437	1.9027983804090656	0
cover	hinge	0.5167891695264428	2.7998577503553332	9
poor	due	0.6639669785564021	2.3593013224358983	2
poor	customer	0.5680193216949081	1.7461968495494895	10
poor	seller	0.5447780676578995	1.9975112778303956	2
draft	regulator	0.9861187043413427	1.7733829898536464	13
draft	kegerator	0.9828218922359481	1.574144959392991	13
draft	beer	0.9812122468367892	2.8970535372551187	14
draft	tower	0.9768447124659232	2.186753277468924	13
cube	frozen	0.885808530614461	3.1675825304806504	3
cube	bin	0.8215289732855745	1.5677140690627007	3
cube	ice	0.8162055030571277	2.5081876367255966	3
cube	basket	0.7856706763554826	1.9925972630279665	3
cube	freezer	0.7623412253270271	1.630057199636836	3
beer	colder	0.9837912756454383	1.8266121255537056	14
beer	ale	0.9790194828414306	2.519759306113651	14
beer	newcastle	0.9772847960135468	2.519759306113651	14
beer	coors	0.9738579534816747	1.0846747808243282	14
beer	coldest	0.9720473671101398	0.5456782800916411	14
beer	kegerator	0.9720367052305068	0.3850550857587653	14
beer	tower	0.9717224099256808	1.2388254606515865	14
beer	homebrew	0.9712462596156911	1.1587827529780501	14
beer	foamy	0.9696927558921908	2.863530845216475	14
beer	sankey	0.96859323706389	1.6442905687597507	14
beer	keg	0.967962991978429	1.324185309602743	14
beer	cheers	0.9654729087967546	1.421147017445541	14
beer	regulator	0.964725334817714	0.9589865656608314	14
beer	coupler	0.9644231513060473	1.4772364840965844	13
beer	sanyo	0.9606446183811485	0.833360352543422	14
prime	shipping	0.7712274411119846	2.405442478433754	2
prime	cost	0.7299117743823624	2.4985329014997655	2
solid	sturdy	0.7854328729209265	2.474435349920705	0
solid	material	0.7675261879715937	2.9734265160396927	0
solid	rubber	0.6536358815092501	2.2512917986064953	0
solid	metal	0.6334803506175295	2.3101322986294286	0
night	morning	0.8106823696009435	3.203950174651525	7
night	middle	0.6476063657909363	3.455264602932431	7
carey	allure	0.9617320495778654	4.3597208771595835	13
frozen	freezer	0.848977445051052	1.8971199848858813	3
frozen	basket	0.8385055308260082	3.51242301677238	3
frozen	ice	0.8075246245221953	1.7842687974988976	3
easy	simple	0.7073515785280241	1.8613663085009853	11
easy	instruction	0.6082022403412628	1.3218950866580301	11
easy	setup	0.6009164430131702	2.54939838839416	11
easy	installation	0.5784903436232284	2.1386562231851522	11
easy	direction	0.5322055512276153	1.7872583363472634	11
easy	quick	0.5090824197973558	1.9050413720036468	11
easy	sturdy	0.4988980686502018	0.2468132954001144	11
easy	assembly	0.49318757592308676	1.7464363418270084	11
easy	clean	0.4491051354494353	1.9140100419864072	11
easy	pro	0.4261492780965599	1.5641147850330537	11
plastic	metal	0.8303552097913703	2.437577245197549	0
plastic	rubber	0.7135551876083199	1.2000817488329694	0
plastic	cheap	0.6985366142205754	2.054814587707691	0
plastic	flimsy	0.6928335707998796	2.80951966126707	0
plastic	piece	0.6493394272254938	2.289215293546535	0
plastic	aluminum	0.6348653930304037	2.80951966126707	0
plastic	tape	0.6076638496474086	0.971240176404122	0
plastic	thin	0.6072488369076261	1.8650580524262184	0
plastic	steel	0.6037400772648467	1.6643873569640673	0
plastic	solid	0.5960001525681607	2.2705231605343825	0
size	medium	0.6801101575533989	3.155748072833647	12
size	smaller	0.6562422062109667	2.261930196811551	12
size	larger	0.6245938042288994	1.1633179081434415	12
size	bigger	0.5888277384433831	2.0571357841655376	12
size	normal	0.5792173209855228	1.1188661455726074	12
size	large	0.5754492091826268	1.748834424511021	12
size	fit	0.5558832835923818	0.2470271762692862	12
wine	soda	0.8904237469871509	3.89709735521147	4
